1:52:57	ARS 50.00	UC__HNc2Q9t6fH5cXnqrH-lw	💗🥄ケンジ 【一般紳士A】	迷宮の上で大きな幽霊やカボチャの立ち絵を作ったほうがいいかも:ghost:？
3:29:54	NT$75.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	おつりんりん~今日のASMRは癒された。幸せな時間ありがとう。耳ハム助かる。りんちゃん大好きだよ
1:17:25	NT$75.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	カルピスソーダ
2:04:26	NT$75.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	今日は楽しかった、幸せな時間を過ごしてくれてありがとう。りんちゃん大好き:_ふにゃふにゃりん:
3:19:19	NT$75.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃんのASMR最高、今日もありがとう。りんちゃんおやすみ、ゆっくり休んでね、大好きだよ
1:27:32	NT$75.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃんかわいい、大好き:_ふにゃふにゃりん:
3:18:38	NT$75.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	今日のASMRも癒された、ありがとう。りんちゃん大好き、ゆっくり休んでね
2:54:57	NT$75.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	おつりんりん～りんちゃんは歌がうまい。今日の配信楽しかった、ありがとう。りんちゃん大好きだよ:_ふにゃふにゃりん:この後ゆっくり休んでね
2:32:37	NT$75.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん大好きだよ
2:44:51	NT$75.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	おつりんりん～今日もありがとう、楽しかった:_ふにゃふにゃりん:休み期間はゆっくり休んでね。りんちゃん大好きだよ:_はーとむぎゅうさぎ:
3:03:34	NT$75.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	おつりんりん~今日も幸せな時間をありがとう。りんちゃんのASMR最高。この後ゆっくり休んでね。りんちゃん大好きだよ
9:54	NT$750.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん、先月の配信ありがとう、お疲れ様でした
1:34:53	NT$750.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	
2:38:59	NT$750.00	UClp8KYt3SJEmILd2AxqvlVA	ball1	りんちゃん、11か月おめでとう。今日は楽しかった、いつもありがとう。この後ゆっくり休んでね。りんちゃん大好きだよ
1:19:54	HK$50.00	UCLZ0L6DGkTIQMPbVXNQiAUg	求Q其	頑張って ! Hughug □□
3:36:51	HK$50.00	UCM6aJ9_3zFVACwuJjWL9qwQ	小夜	お疲れ様でした
20:12	HK$100.00	UCmlrlEgf2xb_0EuP3HNu7pw	ことりちゃん	収益化復活おめでとう!!
2:35:40	HK$50.00	UCmlrlEgf2xb_0EuP3HNu7pw	ことりちゃん	りんちゃん!!同接2000人おめでとう:party_popper::party_popper:
3:17:00	HK$50.00	UCmlrlEgf2xb_0EuP3HNu7pw	ことりちゃん	今日わお疲れ様でした~幸せ
1:07:48	HK$25.00	UCN3A-JqdfArSBjVcydAdWUg	KIM	晚安~:face_blowing_a_kiss:
41:11	HK$25.00	UCN3A-JqdfArSBjVcydAdWUg	KIM	晚上好:first_quarter_moon_face:thank you for your streaming :smiling_face_with_hearts:
1:46:36	HK$25.00	UCNaygUT99UT6lpD7CV6grdA	柏木愛梨	凛ちゃんの声を聞いて幸せです。凛ちゃんが大好きです。:_ふにゃふにゃりん:
26:38	HK$30.00	UCNaygUT99UT6lpD7CV6grdA	柏木愛梨	りんちゃん、登録者3.5万人おめでとう。ずっと応援します。大好きだよ□□
35:08	NT$100.00	UCNaygUT99UT6lpD7CV6grdA	柏木愛梨	ずっと一緒にいます□□□:_ふにゃふにゃりん::_ふにゃふにゃりん::_ふにゃふにゃりん:
14:09	NT$1,500.00	UCnB2ssxWyAe2LIzUybt4ypA	蓮ちゃん	
15:31	NT$15.00	UCnB2ssxWyAe2LIzUybt4ypA	蓮ちゃん	
20:33	NT$150.00	UCnB2ssxWyAe2LIzUybt4ypA	蓮ちゃん	
1:02:27	NT$150.00	UCnB2ssxWyAe2LIzUybt4ypA	蓮ちゃん	
8:42	NT$150.00	UCnB2ssxWyAe2LIzUybt4ypA	蓮ちゃん	
14:56	NT$150.00	UCnB2ssxWyAe2LIzUybt4ypA	蓮ちゃん	
41:26	NT$150.00	UCnB2ssxWyAe2LIzUybt4ypA	蓮ちゃん	:_ちらりん:
47:31	NT$150.00	UCnB2ssxWyAe2LIzUybt4ypA	蓮ちゃん	助かる
8:14	NT$150.00	UCnB2ssxWyAe2LIzUybt4ypA	蓮ちゃん	
13:27	NT$150.00	UCnB2ssxWyAe2LIzUybt4ypA	蓮ちゃん	
34:31	NT$150.00	UCnB2ssxWyAe2LIzUybt4ypA	蓮ちゃん	
2:32:40	NT$150.00	UCnB2ssxWyAe2LIzUybt4ypA	蓮ちゃん	
3:23:19	NT$150.00	UCnB2ssxWyAe2LIzUybt4ypA	蓮ちゃん	
27:20	NT$150.00	UCnB2ssxWyAe2LIzUybt4ypA	蓮ちゃん	
2:24:02	NT$150.00	UCnB2ssxWyAe2LIzUybt4ypA	蓮ちゃん	
1:14:49	NT$150.00	UCnB2ssxWyAe2LIzUybt4ypA	蓮ちゃん	
15:21	NT$30.00	UCnB2ssxWyAe2LIzUybt4ypA	蓮ちゃん	
22:56	NT$30.00	UCnB2ssxWyAe2LIzUybt4ypA	蓮ちゃん	
14:35	NT$300.00	UCnB2ssxWyAe2LIzUybt4ypA	蓮ちゃん	
15:09	NT$75.00	UCnB2ssxWyAe2LIzUybt4ypA	蓮ちゃん	
1:22:13	NT$75.00	UCnB2ssxWyAe2LIzUybt4ypA	蓮ちゃん	
14:23	NT$750.00	UCnB2ssxWyAe2LIzUybt4ypA	蓮ちゃん	
1:35:27	ARS 10.00	UCnbjPRAonz_DDVXBbL2TYhA	Mak258 78	
3:19:13	ARS 50.00	UCNwnd9u7kJRegGzMMfNGoXQ	tripmode	今日も耳が幸せになった。いつも癒やしてくれてありがとう！
1:41:22	NT$30.00	UCo5I6XzZ7J9DtRrMUwd24Bw	エリア	なんでそんなに寝たいの？
2:02:01	NT$30.00	UCo5I6XzZ7J9DtRrMUwd24Bw	エリア	(*˘︶˘*).｡.:*♡おやすみなさい，今日もよろしくお願いします！
13:57	NT$150.00	UCp07GlmrgmFOHXGr8xyUomA	蛍光灯	:_ちらりん:ビキニりんりんとてもかわいい:white_heart::hibiscus:おやすみ□
4:08:08	NT$150.00	UCp07GlmrgmFOHXGr8xyUomA	蛍光灯	□:zzz::party_popper::party_popper::party_popper::clapping_hands::clapping_hands::clapping_hands:
-1:09:06	NT$150.00	UCp07GlmrgmFOHXGr8xyUomA	蛍光灯	先に寝る～おやすみ□りんりん大好き:white_heart:
-49:01	NT$150.00	UCp07GlmrgmFOHXGr8xyUomA	蛍光灯	:_花スパ::_お水のむりん::_てれりん::_お水のむりん:
22:55	NT$750.00	UCp07GlmrgmFOHXGr8xyUomA	蛍光灯	:hibiscus:おめでとうりんりん:hibiscus:
11:24	NT$150.00	UCPcse3sZv2w3Uijb1H1bk2g	神田かすみ	来月返してピンクスパ おやすみ~ 謹賀新年（中国新年）
11:52	NT$750.00	UCPcse3sZv2w3Uijb1H1bk2g	神田かすみ	初めてのスーパーチャ 超 好き君のASMR おやすみ
1:26:49	HK$10.00	UCpJkn52Iax0hUTAOvskcMow	ぜロAimZer	私はマスターオクタンです 香港ファン >< 遊びてメチャハピーです:smiling_face_with_hearts:
18:14	HK$10.00	UCpJkn52Iax0hUTAOvskcMow	ぜロAimZer	遅れるしないために　私目覚まし時計をセットする　　あとDBD面白いこと楽しみ
32:55	HK$10.00	UCpJkn52Iax0hUTAOvskcMow	ぜロAimZer	え　ちょっとすごい　りんちゃんは初心者か？(・o・)
2:09:59	HK$10.00	UCpJkn52Iax0hUTAOvskcMow	ぜロAimZer	長時間遊んで　りんちゃんも恐怖を克服するの?　バカ言えかわいい
6:55	HK$20.00	UCpJkn52Iax0hUTAOvskcMow	ぜロAimZer	三万人突破おめでとう８月28日は第二回予防接種の日恐らくまた頭暑いASMR放送を見るでちょっと幸せ 
36:21	HK$25.00	UCpJkn52Iax0hUTAOvskcMow	ぜロAimZer	私はりんちゃんの状態をとても心配しています 実は昨日、不幸に義母が病気で亡くなりました。 強く泣くけど　人生は続く　りんちゃんも頑張る　すぐに良くなる 私はりんちゃん心配から:cherry_blossom::cherry_blossom::cherry_blossom:
2:59:34	NT$75.00	UCPSd6J_KkVPQQmZ-s1StyUw	宇佐見	りんちゃんの囁きめちゃ好き:smiling_face_with_hearts:ちょっと口の音とか？似てるな感じついてます　聞いてるだけで落ち着く:sparkling_heart:いつもありがとう　(日本語下手すみません:man_bowing:
3:33:04	HK$10.00	UCPUsLE1arhzUF3PRCLPj4vg	Chesterチェスター	りんちゃん お休みなさい □□サンキュー□
39:55	HK$10.00	UCPUsLE1arhzUF3PRCLPj4vg	Chesterチェスター	凛ちゃんはとても勇敢な子です。□ 頑張れ
12:59	HK$10.00	UCPUsLE1arhzUF3PRCLPj4vg	Chesterチェスター	□□□□□
2:51:57	HK$10.00	UCPUsLE1arhzUF3PRCLPj4vg	Chesterチェスター	□□GOOD NIGHT□□
3:45	HK$10.00	UCPUsLE1arhzUF3PRCLPj4vg	Chesterチェスター	:_なきりん:収益化復活おめでとう□
1:31:54	HK$25.00	UCPUsLE1arhzUF3PRCLPj4vg	Chesterチェスター	:clapping_hands::clapping_hands:□素敵な歌声:_てれりん:5万人おめでとう！:_ちらりん: りん は世界で一番かわいい妹~□
1:13:31	HK$5.00	UCPUsLE1arhzUF3PRCLPj4vg	Chesterチェスター	
1:49:22	HK$50.00	UCPUsLE1arhzUF3PRCLPj4vg	Chesterチェスター	Happy New Year. 世界一番のかわいい妹
14:24	NT$1,500.00	UCPYN9mK0BYiPalNBFXOVXGQ	るみや	２．５万人おめでとう！これからずっと応援します:_ふにゃふにゃりん::_ふにゃふにゃりん::_ふにゃふにゃりん:大大大好き:smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts:後夜勤があるので多分途中離席します、歌姫頑張って～新しい表情とっても可愛いです:smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes:
-5:58	NT$1,500.00	UCPYN9mK0BYiPalNBFXOVXGQ	るみや	はろりんりん:_ふにゃふにゃりん:明日は特別な一日です！りんちゃんお誕生日おめでとう□□最近仕事が忙しすぎて家に帰った後ですぐ寝ちゃった□□□ヘトヘトになったから近日の配信が見られなかった:_なきりん:明日も早起きだから先に寝ます□それでもりんちゃんへの愛は変わらないです□これはささやかな贈り物ですがお気に入っていただけると嬉しいです□□今日も大好きです:smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts:
2:44:19	NT$1,500.00	UCPYN9mK0BYiPalNBFXOVXGQ	るみや	大好きだ□□□
1:20:44	NT$1,500.00	UCPYN9mK0BYiPalNBFXOVXGQ	るみや	5万人おめでとう:party_popper::confetti_ball:今はまだ仕事しているコメントに参加できないけどりんちゃん頑張ってね*\(^ ^)/*
8:45	NT$150.00	UCPYN9mK0BYiPalNBFXOVXGQ	るみや	今日も大大大好きだYO:red_heart::red_heart::red_heart:
45:33	NT$150.00	UCPYN9mK0BYiPalNBFXOVXGQ	るみや	りんちゃんのことが大好き:smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts:いつまでもどこまでも大好き:smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts:
10:04	NT$150.00	UCPYN9mK0BYiPalNBFXOVXGQ	るみや	今はまだ仕事中だから後でアーカイブ見ます いろいろ頑張ってね:smiling_face_with_hearts:
1:07:28	NT$150.00	UCPYN9mK0BYiPalNBFXOVXGQ	るみや	仕事が終わった:hugging_face:りんちゃん今日もかわいい今日も大大大好き:smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts:
1:48:29	NT$150.00	UCPYN9mK0BYiPalNBFXOVXGQ	るみや	好き:smiling_face_with_hearts:好き好き好き好き好き好き好き好き大大大好き:smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts:
1:00:59	NT$150.00	UCPYN9mK0BYiPalNBFXOVXGQ	るみや	にゃ□にゃ□にゃ□頑張ってえらい:smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts:
1:55:07	NT$150.00	UCPYN9mK0BYiPalNBFXOVXGQ	るみや	映画を見た時泣いちゃった
-1:08:49	NT$150.00	UCPYN9mK0BYiPalNBFXOVXGQ	るみや	明日早起きだから　先に寝ます□□□
23:36	NT$150.00	UCPYN9mK0BYiPalNBFXOVXGQ	るみや	今日も癒されに来た:smiling_face_with_halo::smiling_face_with_halo::smiling_face_with_halo:りんちゃん大大大好き:smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts:
8:16	NT$150.00	UCPYN9mK0BYiPalNBFXOVXGQ	るみや	無理しないでね:sweat_droplets:今日も仕事があるので途中離れます:_なきりん:今日も大大大好き:two_hearts:
19:53	NT$150.00	UCPYN9mK0BYiPalNBFXOVXGQ	るみや	大好き:smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts:幸せ:smiling_face_with_halo::smiling_face_with_halo::smiling_face_with_halo:
11:15	NT$150.00	UCPYN9mK0BYiPalNBFXOVXGQ	るみや	仕事が終わった:_ふにゃふにゃりん:間に合った:_ふにゃふにゃりん:今日も大好き:smiling_face_with_hearts:
11:17	NT$150.00	UCPYN9mK0BYiPalNBFXOVXGQ	るみや	怖くない怖くない丶(・ω・｀)今はまだ仕事中だけど一緒に頑張ろう:raised_fist:
2:31:35	NT$150.00	UCPYN9mK0BYiPalNBFXOVXGQ	るみや	仕事が終わった:_ふにゃふにゃりん:えっち助かる□今日も大好き:smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts:
-59:40	NT$150.00	UCPYN9mK0BYiPalNBFXOVXGQ	るみや	明日早起きだから待機しながら寝ます□□□おやすみ:zzz:今日も大好きです:two_hearts:
-1:17:56	NT$150.00	UCPYN9mK0BYiPalNBFXOVXGQ	るみや	明日も早起きだから　聴きながら寝ます　おやすみなさい□□□今日も大好き:heart_with_arrow::heart_with_ribbon::sparkling_heart::red_heart::orange_heart::yellow_heart::green_heart::blue_heart::purple_heart::brown_heart:
11:14	NT$150.00	UCPYN9mK0BYiPalNBFXOVXGQ	るみや	会いたかった:_ふにゃふにゃりん::_ふにゃふにゃりん::_ふにゃふにゃりん:大大大好き:smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts:りんちゃん今週忙しそう、体調に気を付けてね:_ふにゃふにゃりん:
13:00	NT$150.00	UCPYN9mK0BYiPalNBFXOVXGQ	るみや	こんばんは:_ふにゃふにゃりん:はろりんりん:_ふにゃふにゃりん:挨拶しに来た、今はまだ仕事中だから、終わったあとでまだ来ます。今日も大好き:two_hearts:
33:45	NT$150.00	UCPYN9mK0BYiPalNBFXOVXGQ	るみや	後は夜勤があるから先に離席します:_なきりん::_なきりん::_なきりん:頑張って:_ふにゃふにゃりん::_ふにゃふにゃりん::_ふにゃふにゃりん:
39:16	NT$150.00	UCPYN9mK0BYiPalNBFXOVXGQ	るみや	りんちゃん今日もかわいい:smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts:癒されに来ました:smiling_face_with_halo::smiling_face_with_halo::smiling_face_with_halo:ちなみに、明日はゲームの中に古戦場というイベントの最終日です、とってもつらいイベントだから、騎空士のみんなに応援してくれませんか？□□□
6:49	NT$150.00	UCPYN9mK0BYiPalNBFXOVXGQ	るみや	お大事に:_ふにゃふにゃりん::_ふにゃふにゃりん::_ふにゃふにゃりん:無理しないでね
30:35	NT$150.00	UCPYN9mK0BYiPalNBFXOVXGQ	るみや	今日の昼ご飯、辛い物食べ過ぎて、今お腹痛いです。:_なきりん::_なきりん::_なきりん:体調が悪くなったから、多分最後まで見えません。□□□りんちゃんも体の健康に注意してね:_お水のむりん::_お水のむりん::_お水のむりん:おやすみ□□□
23:54	NT$150.00	UCPYN9mK0BYiPalNBFXOVXGQ	るみや	はろりんりん:_はろりん::_ふにゃふにゃりん:挨拶しにきた□今は夜勤中だから:_なきりん:明日まだアーカイブ見に来ます:_ちらりん:今日も大好き:two_hearts:愛してるだぜ□□□
-22:01	NT$150.00	UCPYN9mK0BYiPalNBFXOVXGQ	るみや	昨日は夜勤だったから、今とっても眠いです□□□りんちゃんの悲鳴を聞くために、起きた後まだ来ます！□□□
18:18	NT$150.00	UCPYN9mK0BYiPalNBFXOVXGQ	るみや	ガチ恋距離助かる□□□新しい部屋とっても素敵です□□□
2:18:19	NT$150.00	UCPYN9mK0BYiPalNBFXOVXGQ	るみや	思い出した！私はりんちゃん君は変態さん！あ...間違った
24:28	NT$150.00	UCPYN9mK0BYiPalNBFXOVXGQ	るみや	5ヶ月おめでとう□これからもよろしく□くしゃみ助かる□□□□□□
21:29	NT$150.00	UCPYN9mK0BYiPalNBFXOVXGQ	るみや	はろりんりん 今は夜勤だから明日まだ来ます りんちゃん今日もかわいい:smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts:
4:37	NT$150.00	UCPYN9mK0BYiPalNBFXOVXGQ	るみや	:_はろりん::_はろりん: 今日も大好き□□□おやすみ□□□:zzz:
46:32	NT$750.00	UCPYN9mK0BYiPalNBFXOVXGQ	るみや	今日も大大大好きだ:smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts:チュ:face_blowing_a_kiss:
2:15:48	NT$30.00	UCqhGGC50aP5HqpV6eiDFCpw	悠太	:sleeping_face:
45:22	ARS 100.00	UCqWlhdv7hJN7l64hfHh6DFQ	リントン	りんちゃん、誕生日おめでとう！！:party_popper::party_popper:Amazonのプレゼントも準備したよ～:beaming_face_with_smiling_eyes:
14:22	ARS 50.00	UCqWlhdv7hJN7l64hfHh6DFQ	リントン	今日のりんちゃんと普段ASMRしてるりんちゃんは同じ人ですか？
30:38	ARS 500.00	UCqWlhdv7hJN7l64hfHh6DFQ	リントン	３ヶ月&登録者2.5万人おめでとう!!:party_popper::party_popper:ハンカチ代です
1:21:46	NT$30.00	UCqWlhdv7hJN7l64hfHh6DFQ	リントン	鼓膜死んだ....:smiling_face_with_halo:
2:03:37	NT$30.00	UCqWlhdv7hJN7l64hfHh6DFQ	リントン	ゲームクリアおめでとう！二人ともお疲れ様でした。
40:46	NT$30.00	UCqWlhdv7hJN7l64hfHh6DFQ	リントン	りんちゃんナイス！助かる！パン〇代です。
1:54:08	HK$5.00	UC-RnKwE_BTSGU7mWzaa1tgQ	Trevor DD	
1:19:53	HK$100.00	UCt16q0oKG4d4MNWgC99kVpw	Lawrence Yip	りんちゃん大好き 一生推し :heart_suit:
1:07:37	HK$250.00	UCt16q0oKG4d4MNWgC99kVpw	Lawrence Yip	遅くなってごめんなさい! りんちゃん youtube 3.5万登録おめでとう:party_popper::party_popper::clapping_hands::clapping_hands:
9:00	HK$250.00	UCt16q0oKG4d4MNWgC99kVpw	Lawrence Yip	収益復活おめでとう:party_popper::confetti_ball:
1:13:36	HK$5.00	UCt16q0oKG4d4MNWgC99kVpw	Lawrence Yip	
1:13:53	HK$5.00	UCt16q0oKG4d4MNWgC99kVpw	Lawrence Yip	
2:08:00	HK$50.00	UCt16q0oKG4d4MNWgC99kVpw	Lawrence Yip	りんちゃんのASMR大好き:_ふにゃふにゃりん:気持ちいい
3:42:31	HK$50.00	UCt16q0oKG4d4MNWgC99kVpw	Lawrence Yip	配信お疲れ様 悲鳴助かりますw
3:10:02	HK$50.00	UCt16q0oKG4d4MNWgC99kVpw	Lawrence Yip	りんちゃんかわいい 大好き ASMRは癒される:_ふにゃふにゃりん::revolving_hearts:
3:37:08	HK$50.00	UCt16q0oKG4d4MNWgC99kVpw	Lawrence Yip	りんちゃんの声を聴くと癒され 配信お疲れ様でした
1:34:36	NT$100.00	UCT2PPq3c5su5FPrS57yMNYA	ヒタン・メランコリー	:hibiscus::cloud:りんさんあけおめ:party_popper::party_popper::party_popper:
1:14:02	NT$15.00	UCTG9bxKA9OEwupIk8FPnO6g	林晉【リンジン】	
12:49	NT$30.00	UCTG9bxKA9OEwupIk8FPnO6g	林晉【リンジン】	:camera_with_flash::camera_with_flash::camera_with_flash::camera_with_flash::camera_with_flash::camera_with_flash::camera_with_flash::camera_with_flash::camera_with_flash::camera_with_flash::camera_with_flash::camera_with_flash:ドMですか?
6:31	NT$30.00	UCTG9bxKA9OEwupIk8FPnO6g	林晉【リンジン】	くまぽんず(و•o•)و＜ﾌｧｲﾄー
2:15:45	NT$75.00	UCto9nDhJP_GvHdeytdEErHw	kevin lite	your ASMR. is good
3:49:35	NT$150.00	UCufBKnkfe5dCBrkZTS99OlQ	嵐	りんちゃんどんどん可愛くなる~:_ふにゃふにゃりん::_ふにゃふにゃりん:
7:26	ARS 100.00	UCWfT5wRZXIcHxCwAGPwHTDQ	雨 ame	デビュー４ヶ月おめでとう:clapping_hands::party_popper::clapping_hands::party_popper::clapping_hands::party_popper::clinking_glasses::clinking_glasses:
7:27	ARS 100.00	UCWfT5wRZXIcHxCwAGPwHTDQ	雨 ame	デビュー５ヶ月おめでとう:hibiscus:□
27:39	ARS 100.00	UCWfT5wRZXIcHxCwAGPwHTDQ	雨 ame	デビュー７ヶ月おめでとう□:hibiscus::party_popper:
41:29	ARS 200.00	UCWfT5wRZXIcHxCwAGPwHTDQ	雨 ame	お誕生日おめでとう:birthday_cake::shortcake::hibiscus:
14:01	NT$150.00	UCWfT5wRZXIcHxCwAGPwHTDQ	雨 ame	デビュー3カ月おめでとう:party_popper::party_popper::party_popper::hibiscus:
1:53:13	NT$30.00	UCWfT5wRZXIcHxCwAGPwHTDQ	雨 ame	ありがとう:_わらい::_わらい::_わらい:
1:31:18	NT$30.00	UCWfT5wRZXIcHxCwAGPwHTDQ	雨 ame	Happy New Year～:confetti_ball:
1:39:46	NT$170.00	UCwIjSL-QyNOfy2O7_brJzDQ	千鶴	二人は可愛いね:flushed_face:
2:42:01	NT$150.00	UCX1vY7Gr68ZuyREHTlSVweA	Giftia	りんちゃん可愛い、りんちゃん大好き:two_hearts:浮気してないようヾ(;ﾟ;Д;ﾟ;)ﾉﾞ
3:17:05	NT$70.00	UCX1vY7Gr68ZuyREHTlSVweA	Giftia	:hamburger::shortcake::bento_box::pizza:
2:03:28	NT$30.00	UCXO6F5NjIAFNGlv6zuYQlsA	なふ	88888
34:06	NT$75.00	UCY-GJrlM_oZHQFGYkuY5_FA	神谷 たかしkamiya Takashi	
1:01:39	NT$330.00	UCyXU_Mi2tFXtZhF3txrylTQ	ゆきかぜ	これは人生初スーパーチャです、いつもこんな時間に最高のASMRありがとう！他の配信も楽しかった、りんもお疲れ様~
45:05	NT$15.00	UCZ3uaNMMoGlV57v4hgWLx_g	まいのてち	
1:45:13	NT$15.00	UCZ3uaNMMoGlV57v4hgWLx_g	まいのてち	
1:45:59	NT$15.00	UCZ3uaNMMoGlV57v4hgWLx_g	まいのてち	
1:45:25	NT$150.00	UCZ3uaNMMoGlV57v4hgWLx_g	まいのてち	りんちゃん、誕生日おめでとう！！今日マイクラファンサバのみんなもプレゼントを準備したよ！待ってるよ～
5:12	NT$30.00	UCZ3uaNMMoGlV57v4hgWLx_g	まいのてち	最高！！！
1:45:15	NT$30.00	UCZ3uaNMMoGlV57v4hgWLx_g	まいのてち	
1:45:54	NT$30.00	UCZ3uaNMMoGlV57v4hgWLx_g	まいのてち	
5:52:11	NT$30.00	UCZ3uaNMMoGlV57v4hgWLx_g	まいのてち	おはいよー
5:04	NT$75.00	UCZ3uaNMMoGlV57v4hgWLx_g	まいのてち	おはなぐみへようこそ！
1:44:19	NT$75.00	UCZ3uaNMMoGlV57v4hgWLx_g	まいのてち	これはメンバーはこうやって入るんですか‘？
20:35	NT$75.00	UCZ3uaNMMoGlV57v4hgWLx_g	まいのてち	私の事見えてるでしょ？
1:45:20	NT$75.00	UCZ3uaNMMoGlV57v4hgWLx_g	まいのてち	
14:40	NT$100.00	UCzGf3zlhqUMiB6YAkRw1opQ	雪乃下カミシ	はろりん〜お風呂に入ってくる、後で戻るね
31:56	NT$100.00	UCzGf3zlhqUMiB6YAkRw1opQ	雪乃下カミシ	りん〜ただいま
1:20:26	NT$170.00	UCzGf3zlhqUMiB6YAkRw1opQ	雪乃下カミシ	はろりん〜今仕事中なので配信見れないかも、後でアーカイブ見るね、りん〜頑張って:thumbs_up:大好きよ:red_heart:
58:48	NT$330.00	UCzGf3zlhqUMiB6YAkRw1opQ	雪乃下カミシ	メイド姿も素敵よ、いつか3D化の時見てみたいな、俺の優しいメイドさん、今日もお疲れ様でした、愛してるよ:two_hearts:
1:29:09	NT$70.00	UCzGf3zlhqUMiB6YAkRw1opQ	雪乃下カミシ	りん〜頑張って:thumbs_up:
18:42	NT$150.00	UCZh1nt0PofAAE4HfLa66vJQ	小山丘tebu	You are so cute ,please don’t cry.QAQ
3:18:15	NT$150.00	UCZw2CYW6rp476Blyq10oPDg	Hameln E	頑張ったね
1:23:29	NT$150.00	UCZw2CYW6rp476Blyq10oPDg	Hameln E	いい感じにねむれそう　おやすみなさい
